客户ID,年龄,性别,购买商品,商品类别,消费金额(美元),所在州,尺码,颜色,季节,评分,是否订阅,配送方式,是否使用折扣,是否使用优惠码,历史购买次数,支付方式,购买频率
241,47,男,毛衣,服装,45,Montana,XL,绿松石色,冬,3.5,是,包邮,是,Yes,29,银行转账,每两周
242,36,男,卫衣,服装,88,Delaware,M,桃色,冬,4.1,是,包邮,是,Yes,43,Venmo,双周
243,55,男,大衣,外套,85,New York,L,灰色,夏,4.3,是,门店自提,是,Yes,40,借记卡,每三个月
244,25,男,首饰,配饰,100,Kentucky,M,橄榄绿,冬,2.8,是,两日达,是,Yes,4,借记卡,每月
245,53,男,腰带,配饰,42,Oregon,S,靛蓝色,春,4.9,是,两日达,是,Yes,39,PayPal,每周
246,49,男,凉鞋,鞋履,53,Rhode Island,L,炭灰色,夏,3.3,是,次日达,是,Yes,45,Venmo,每两周
247,35,男,太阳镜,配饰,86,Nevada,XL,米色,春,3.2,是,快递,是,Yes,20,Venmo,双周
248,29,男,毛衣,服装,66,Montana,XL,棕色,春,4.4,是,标准快递,是,Yes,14,借记卡,每周
249,47,男,腰带,配饰,100,Pennsylvania,M,蓝色,冬,4.8,是,快递,是,Yes,33,PayPal,每周
250,53,男,手提包,配饰,47,Alaska,S,青绿色,秋,4.2,是,标准快递,是,Yes,18,信用卡,每年
251,33,男,半身裙,服装,25,Mississippi,L,黑色,秋,4.0,是,快递,是,Yes,9,银行转账,每周
252,21,男,手提包,配饰,51,Wyoming,XL,金色,冬,2.5,是,标准快递,是,Yes,34,PayPal,每年
253,32,男,短裤,服装,41,Delaware,M,紫罗兰色,夏,3.9,是,包邮,是,Yes,33,Venmo,每两周
254,52,男,靴子,鞋履,73,Oklahoma,L,青色,冬,4.9,是,两日达,是,Yes,15,银行转账,双周
255,67,男,太阳镜,配饰,42,Indiana,M,白色,冬,3.5,是,门店自提,是,Yes,4,PayPal,双周
256,43,男,围巾,配饰,20,Maryland,M,炭灰色,春,4.2,是,包邮,是,Yes,25,借记卡,每年
257,58,男,首饰,配饰,30,South Dakota,XL,紫罗兰色,春,4.7,是,快递,是,Yes,20,信用卡,每三个月
258,20,男,手提包,配饰,53,West Virginia,M,红色,夏,4.5,是,快递,是,Yes,5,信用卡,每季
259,61,男,手套,配饰,74,Alabama,S,薰衣草紫,春,2.8,是,快递,是,Yes,16,现金,每季
260,32,男,牛仔裤,服装,57,Louisiana,M,金色,秋,2.9,是,标准快递,是,Yes,13,借记卡,每年
261,38,男,帽子,配饰,57,Montana,S,红色,冬,3.2,是,两日达,是,Yes,11,信用卡,每三个月
262,21,男,牛仔裤,服装,77,California,L,品红色,冬,4.9,是,标准快递,是,Yes,21,信用卡,每年
263,37,男,长裤,服装,40,Hawaii,M,青绿色,夏,,是,次日达,是,Yes,6,借记卡,每年
264,27,男,短裤,服装,46,Iowa,M,紫色,夏,4.3,是,门店自提,是,Yes,29,Venmo,每月
265,36,男,长裤,服装,78,Colorado,S,炭灰色,秋,3.9,是,门店自提,是,Yes,15,现金,每年
266,32,男,双肩包,配饰,59,Michigan,M,灰色,春,3.2,是,两日达,是,Yes,17,银行转账,双周
267,51,男,首饰,配饰,75,Louisiana,L,白色,夏,3.1,是,快递,是,Yes,32,信用卡,每周
268,64,男,毛衣,服装,54,Maryland,M,橄榄绿,春,3.9,是,两日达,是,Yes,42,Venmo,每年
269,68,男,鞋子,鞋履,42,Georgia,M,炭灰色,春,2.6,是,门店自提,是,Yes,21,现金,每月
270,68,男,女式衬衫,服装,44,Georgia,M,炭灰色,冬,3.3,是,次日达,是,Yes,9,现金,双周
271,33,男,牛仔裤,服装,52,North Dakota,XL,橙色,秋,4.6,是,包邮,是,Yes,16,银行转账,每年
272,65,男,太阳镜,配饰,69,Maryland,XL,黄色,夏,4.6,是,快递,是,Yes,42,信用卡,每两周
273,48,男,首饰,配饰,26,Oregon,M,米色,夏,4.4,是,两日达,是,Yes,37,借记卡,双周
274,69,男,大衣,外套,33,North Dakota,S,银色,春,4.2,是,快递,是,Yes,32,借记卡,每季
275,59,男,首饰,配饰,32,Maryland,M,靛蓝色,春,3.0,是,快递,是,Yes,28,现金,双周
276,48,男,双肩包,配饰,85,Virginia,XL,薰衣草紫,冬,4.0,是,快递,是,Yes,13,信用卡,每周
277,25,男,半身裙,服装,30,South Dakota,XL,绿松石色,秋,3.5,是,快递,是,Yes,11,银行转账,每两周
278,29,男,衬衫,服装,29,Georgia,M,绿色,冬,3.0,是,门店自提,是,Yes,36,银行转账,双周
279,57,男,毛衣,服装,95,Hawaii,M,橙色,春,3.7,是,快递,是,Yes,23,借记卡,每年
280,23,男,运动鞋,鞋履,69,Arkansas,L,绿松石色,夏,4.0,是,标准快递,是,Yes,37,银行转账,每月
281,45,男,凉鞋,鞋履,69,Montana,S,青色,秋,4.2,是,两日达,是,Yes,21,现金,双周
282,38,男,腰带,配饰,61,Oklahoma,XL,炭灰色,春,2.5,是,标准快递,是,Yes,22,借记卡,双周
283,21,男,半身裙,服装,94,Minnesota,M,青绿色,夏,3.0,是,两日达,是,Yes,9,现金,每月
284,32,男,毛衣,服装,30,Montana,S,栗色,秋,3.2,是,次日达,是,Yes,16,Venmo,每年
285,63,男,半身裙,服装,45,Ohio,M,红色,夏,3.5,是,标准快递,是,Yes,4,PayPal,每季
286,29,男,手提包,配饰,39,Kentucky,XL,黄色,夏,4.8,是,快递,是,Yes,3,借记卡,双周
287,27,男,首饰,配饰,51,Nebraska,L,灰色,夏,2.6,是,门店自提,是,Yes,6,借记卡,每年
288,56,男,围巾,配饰,37,Delaware,L,蓝色,春,3.4,是,两日达,是,Yes,18,Venmo,每两周
289,30,男,T恤,服装,62,North Carolina,M,薰衣草紫,冬,3.7,是,两日达,是,Yes,34,Venmo,双周
290,49,男,大衣,外套,85,New York,M,黄色,秋,4.5,是,两日达,是,Yes,26,信用卡,每月
291,58,男,T恤,服装,33,Colorado,M,靛蓝色,冬,3.7,是,标准快递,是,Yes,50,PayPal,每周
292,57,男,连衣裙,服装,26,Delaware,XL,紫罗兰色,秋,3.3,是,次日达,是,Yes,40,银行转账,每月
293,60,男,鞋子,鞋履,99,Utah,M,绿色,春,4.7,是,包邮,是,Yes,24,现金,每季
294,69,男,手提包,配饰,39,Connecticut,M,白色,春,2.7,是,快递,是,Yes,33,PayPal,每年
295,70,男,半身裙,服装,20,New Jersey,M,金色,春,4.6,是,门店自提,是,Yes,19,信用卡,每三个月
296,53,男,太阳镜,配饰,42,West Virginia,M,靛蓝色,冬,2.7,是,门店自提,是,Yes,24,信用卡,每季
297,25,男,凉鞋,鞋履,74,Indiana,S,薰衣草紫,春,4.8,是,两日达,是,Yes,19,信用卡,每周
298,48,男,鞋子,鞋履,26,Delaware,XL,紫色,夏,4.4,是,标准快递,是,Yes,4,信用卡,双周
299,69,男,T恤,服装,53,Maryland,M,薰衣草紫,冬,4.0,是,标准快递,是,Yes,11,Venmo,每三个月
300,25,男,运动鞋,鞋履,80,Pennsylvania,M,栗色,夏,3.2,是,次日达,是,Yes,28,PayPal,每两周
301,29,男,帽子,配饰,98,Iowa,M,青绿色,春,4.4,是,门店自提,是,Yes,24,PayPal,每周
302,46,男,半身裙,服装,95,Pennsylvania,M,绿色,春,3.8,是,标准快递,是,Yes,25,信用卡,每三个月
303,37,男,毛衣,服装,44,Delaware,L,橄榄绿,夏,3.6,是,快递,是,Yes,27,银行转账,每三个月
304,20,男,凉鞋,鞋履,60,Oregon,M,绿松石色,夏,3.3,是,次日达,是,Yes,49,Venmo,每周
305,40,男,连衣裙,服装,84,Oregon,M,绿色,冬,3.4,是,次日达,是,Yes,45,信用卡,双周
306,60,男,毛衣,服装,59,Utah,M,青绿色,秋,3.5,是,两日达,是,Yes,26,PayPal,每年
307,26,男,夹克,外套,49,North Dakota,S,白色,夏,3.6,是,快递,是,Yes,4,现金,每年
308,29,男,手套,配饰,32,Florida,M,橙色,冬,3.2,是,包邮,是,Yes,3,信用卡,每三个月
309,66,男,手提包,配饰,29,Maryland,M,米色,秋,3.7,是,标准快递,是,Yes,45,Venmo,双周
310,66,男,连衣裙,服装,22,Minnesota,M,黄色,春,4.5,是,标准快递,是,Yes,21,现金,每两周
311,56,男,长裤,服装,85,Montana,M,炭灰色,冬,4.6,是,标准快递,是,Yes,50,现金,每两周
312,69,男,牛仔裤,服装,52,Rhode Island,L,银色,冬,4.1,是,门店自提,是,Yes,19,银行转账,每月
313,38,男,长裤,服装,89,Massachusetts,L,绿色,春,3.4,是,次日达,是,Yes,6,PayPal,每年
314,42,男,连衣裙,服装,77,Vermont,M,粉色,春,3.7,是,快递,是,Yes,50,信用卡,每三个月
315,30,男,长裤,服装,24,New Jersey,M,紫色,夏,3.3,是,门店自提,是,Yes,17,借记卡,每三个月
316,66,男,首饰,配饰,24,Wisconsin,XL,橙色,春,4.5,是,快递,是,Yes,24,借记卡,每年
317,36,男,手提包,配饰,22,California,M,炭灰色,秋,3.3,是,包邮,是,Yes,46,Venmo,每月
318,58,男,毛衣,服装,82,West Virginia,L,青绿色,秋,4.3,是,标准快递,是,Yes,42,现金,每三个月
319,45,男,双肩包,配饰,67,South Dakota,M,米色,冬,2.5,是,标准快递,是,Yes,10,现金,每年
320,47,男,短裤,服装,74,Maine,XL,白色,春,2.6,是,标准快递,是,Yes,1,现金,每三个月
321,66,男,首饰,配饰,72,Kansas,L,白色,夏,4.9,是,标准快递,是,Yes,28,借记卡,每季
322,41,男,运动鞋,鞋履,36,Vermont,L,橙色,夏,4.7,是,包邮,是,Yes,48,借记卡,每季
323,41,男,腰带,配饰,95,Tennessee,S,青色,冬,3.0,是,标准快递,是,Yes,47,信用卡,每月
324,66,男,卫衣,服装,78,Tennessee,M,橙色,冬,3.5,是,次日达,是,Yes,29,PayPal,双周
325,37,男,衬衫,服装,82,Wyoming,M,橄榄绿,夏,4.8,是,标准快递,是,Yes,37,Venmo,每季
326,70,男,长裤,服装,70,Vermont,M,炭灰色,冬,4.3,是,包邮,是,Yes,38,借记卡,每年
327,62,男,围巾,配饰,41,New Jersey,M,白色,秋,3.2,是,门店自提,是,Yes,48,银行转账,每周
328,61,男,大衣,外套,42,Iowa,M,青绿色,夏,3.1,是,包邮,是,Yes,36,PayPal,每周
329,48,男,大衣,外套,50,Florida,M,黄色,秋,2.8,是,包邮,是,Yes,9,信用卡,每周
330,70,男,袜子,服装,31,Nevada,S,白色,夏,2.9,是,两日达,是,Yes,34,银行转账,每月
331,46,男,毛衣,服装,51,North Dakota,M,米色,冬,,是,快递,是,Yes,43,Venmo,双周
332,31,男,衬衫,服装,98,Florida,L,米色,秋,3.3,是,门店自提,是,Yes,46,PayPal,每季
333,19,男,衬衫,服装,86,New York,M,栗色,冬,2.8,是,两日达,是,Yes,5,信用卡,每月
334,39,男,毛衣,服装,64,Alaska,M,青绿色,冬,4.5,是,标准快递,是,Yes,15,银行转账,双周
335,41,男,女式衬衫,服装,46,Kansas,M,薰衣草紫,秋,2.6,是,次日达,是,Yes,30,信用卡,每年
336,20,男,毛衣,服装,85,Oregon,L,栗色,春,3.7,是,标准快递,是,Yes,44,Venmo,每三个月
337,36,男,帽子,配饰,81,Rhode Island,S,橙色,秋,4.4,是,快递,是,Yes,16,PayPal,每年
338,32,男,毛衣,服装,59,New Mexico,M,青色,冬,4.3,是,两日达,是,Yes,16,银行转账,每年
339,69,男,卫衣,服装,79,Massachusetts,M,银色,冬,3.5,是,快递,是,Yes,16,现金,每周
340,40,男,短裤,服装,33,Pennsylvania,M,青绿色,春,3.8,是,两日达,是,Yes,21,信用卡,每三个月
341,40,男,短裤,服装,47,New Jersey,L,蓝色,夏,3.5,是,快递,是,Yes,39,Venmo,每三个月
342,20,男,帽子,配饰,20,Utah,S,蓝色,夏,4.6,是,门店自提,是,Yes,40,借记卡,双周
343,64,男,大衣,外套,36,Kentucky,M,橄榄绿,春,2.6,是,次日达,是,Yes,48,信用卡,每三个月
344,27,男,凉鞋,鞋履,39,Nebraska,M,紫色,夏,4.4,是,次日达,是,Yes,26,Venmo,每月
345,24,男,半身裙,服装,71,Virginia,M,炭灰色,冬,4.0,是,标准快递,是,Yes,46,借记卡,每月
346,48,男,鞋子,鞋履,59,Wyoming,S,橄榄绿,冬,4.4,是,次日达,是,Yes,27,银行转账,每年
347,49,男,牛仔裤,服装,50,New Mexico,L,紫罗兰色,春,4.7,是,次日达,是,Yes,5,现金,每周
348,36,男,凉鞋,鞋履,41,Oregon,L,红色,秋,3.9,是,门店自提,是,Yes,43,PayPal,每两周
349,56,男,女式衬衫,服装,59,South Carolina,M,米色,秋,2.7,是,包邮,是,Yes,17,PayPal,每两周
350,37,男,帽子,配饰,87,Arizona,M,绿色,冬,3.7,是,两日达,是,Yes,3,银行转账,双周
351,42,男,毛衣,服装,68,Kentucky,M,紫罗兰色,春,2.6,是,两日达,是,Yes,47,银行转账,每两周
352,28,男,半身裙,服装,90,New York,M,青绿色,冬,3.9,是,标准快递,是,Yes,24,借记卡,双周
353,27,男,牛仔裤,服装,71,Texas,XL,黄色,秋,4.9,是,次日达,是,Yes,12,现金,每三个月
354,63,男,运动鞋,鞋履,64,Missouri,L,黄色,秋,4.1,是,门店自提,是,Yes,35,借记卡,每月
355,58,男,首饰,配饰,76,Pennsylvania,S,橄榄绿,秋,3.0,是,包邮,是,Yes,42,Venmo,每周
356,37,男,首饰,配饰,42,Oregon,XL,品红色,秋,4.1,是,两日达,是,Yes,1,PayPal,每三个月
357,56,男,长裤,服装,80,Nevada,L,黑色,春,,是,标准快递,是,Yes,27,现金,每周
358,18,男,腰带,配饰,56,Arkansas,M,橄榄绿,春,4.0,是,标准快递,是,Yes,16,信用卡,双周
359,48,男,帽子,配饰,25,Minnesota,XL,品红色,夏,3.6,是,快递,是,Yes,36,信用卡,每三个月
360,31,男,运动鞋,鞋履,74,Georgia,M,橄榄绿,冬,3.0,是,门店自提,是,Yes,30,信用卡,每三个月
361,51,男,长裤,服装,30,Rhode Island,M,青绿色,夏,3.0,是,标准快递,是,Yes,18,借记卡,每两周
362,65,男,T恤,服装,96,Nevada,M,白色,春,2.6,是,包邮,是,Yes,45,现金,每年
363,53,男,运动鞋,鞋履,64,Texas,M,炭灰色,秋,3.4,是,包邮,是,Yes,1,Venmo,每两周
364,55,男,短裤,服装,88,Florida,L,黄色,冬,3.1,是,包邮,是,Yes,42,银行转账,每两周
365,62,男,鞋子,鞋履,88,North Dakota,L,炭灰色,夏,3.0,是,包邮,是,Yes,7,Venmo,每三个月
366,55,男,手套,配饰,88,West Virginia,XL,灰色,夏,3.7,是,标准快递,是,Yes,50,PayPal,每季
367,64,男,袜子,服装,36,Nebraska,M,绿松石色,春,3.5,是,门店自提,是,Yes,37,Venmo,每两周
368,52,男,连衣裙,服装,40,Tennessee,XL,青色,春,2.8,是,门店自提,是,Yes,18,银行转账,每月
369,24,男,手提包,配饰,39,Oklahoma,M,炭灰色,春,4.5,是,标准快递,是,Yes,29,现金,每月
370,38,男,腰带,配饰,40,Wisconsin,M,银色,夏,3.3,是,门店自提,是,Yes,45,PayPal,每季
371,59,男,围巾,配饰,34,Oregon,M,橄榄绿,冬,3.4,是,快递,是,Yes,13,PayPal,每周
372,27,男,运动鞋,鞋履,83,North Carolina,S,粉色,冬,3.2,是,两日达,是,Yes,47,PayPal,每月
373,24,男,毛衣,服装,85,Pennsylvania,L,橙色,夏,3.7,是,标准快递,是,Yes,7,借记卡,每周
374,23,男,大衣,外套,27,North Dakota,L,白色,夏,4.6,是,快递,是,Yes,11,Venmo,双周
375,69,男,首饰,配饰,78,Ohio,S,紫色,春,5.0,是,门店自提,是,Yes,39,银行转账,每月
376,59,男,太阳镜,配饰,32,Oklahoma,M,橄榄绿,夏,4.4,是,标准快递,是,Yes,6,借记卡,每季
377,51,男,鞋子,鞋履,51,South Carolina,S,灰色,秋,4.9,是,快递,是,Yes,2,Venmo,双周
378,63,男,围巾,配饰,32,Maine,M,银色,春,4.1,是,标准快递,是,Yes,39,信用卡,每三个月
379,54,男,连衣裙,服装,62,Nevada,L,橙色,冬,4.9,是,次日达,是,Yes,23,信用卡,每月
380,32,男,T恤,服装,29,Montana,S,品红色,秋,4.7,是,两日达,是,Yes,46,借记卡,双周
381,39,男,双肩包,配饰,69,New Hampshire,XL,米色,秋,3.0,是,门店自提,是,Yes,19,银行转账,每周
382,66,男,首饰,配饰,25,Maine,L,薰衣草紫,冬,3.4,是,门店自提,是,Yes,3,信用卡,每三个月
383,28,男,牛仔裤,服装,76,California,M,桃色,冬,3.2,是,门店自提,是,Yes,47,PayPal,每季
384,50,男,太阳镜,配饰,77,West Virginia,S,品红色,秋,,是,标准快递,是,Yes,6,PayPal,每季
385,70,男,毛衣,服装,33,California,M,米色,秋,4.5,是,两日达,是,Yes,6,Venmo,每年
386,67,男,短裤,服装,93,West Virginia,S,黄色,秋,2.7,是,次日达,是,Yes,12,信用卡,双周
387,64,男,首饰,配饰,39,Louisiana,L,棕色,春,3.4,是,快递,是,Yes,40,PayPal,每季
388,45,男,大衣,外套,93,Georgia,L,银色,夏,4.6,是,门店自提,是,Yes,38,PayPal,每两周
389,22,男,手提包,配饰,82,Washington,M,橙色,夏,2.7,是,门店自提,是,Yes,10,PayPal,每季
390,27,男,靴子,鞋履,42,Virginia,L,紫色,春,4.2,是,标准快递,是,Yes,28,银行转账,每月
391,25,男,手套,配饰,71,Indiana,M,靛蓝色,冬,3.2,是,两日达,是,Yes,19,PayPal,每年
392,37,男,毛衣,服装,86,Minnesota,L,灰色,春,4.8,是,标准快递,是,Yes,25,现金,每两周
393,26,男,T恤,服装,82,Idaho,XL,黑色,春,3.3,是,次日达,是,Yes,38,信用卡,每年
394,33,男,鞋子,鞋履,65,Vermont,L,栗色,秋,4.2,是,标准快递,是,Yes,6,PayPal,每两周
395,43,男,围巾,配饰,29,North Dakota,M,米色,春,4.8,是,门店自提,是,Yes,7,借记卡,双周
396,37,男,运动鞋,鞋履,65,Rhode Island,L,棕色,冬,4.9,是,门店自提,是,Yes,2,PayPal,每年
397,46,男,连衣裙,服装,88,South Carolina,S,黑色,秋,3.9,是,标准快递,是,Yes,24,银行转账,每年
398,22,男,腰带,配饰,46,Mississippi,M,靛蓝色,秋,3.0,是,包邮,是,Yes,26,现金,每年
399,20,男,靴子,鞋履,67,Montana,S,银色,冬,4.6,是,包邮,是,Yes,25,借记卡,每三个月
400,60,男,围巾,配饰,35,Idaho,L,蓝色,秋,3.5,是,两日达,是,Yes,10,借记卡,每月
401,39,男,靴子,鞋履,66,Utah,M,绿色,冬,4.8,是,包邮,是,Yes,14,PayPal,每两周
402,43,男,T恤,服装,91,Oklahoma,L,橙色,秋,4.8,是,标准快递,是,Yes,21,现金,每季
403,31,男,双肩包,配饰,78,California,L,青色,秋,3.0,是,快递,是,Yes,26,PayPal,每月
404,19,男,运动鞋,鞋履,45,Nevada,M,橙色,冬,4.5,是,次日达,是,Yes,12,银行转账,每年
405,35,男,T恤,服装,93,Delaware,M,靛蓝色,春,4.8,是,门店自提,是,Yes,11,信用卡,每月
406,41,男,牛仔裤,服装,74,South Carolina,S,银色,夏,3.8,是,标准快递,是,Yes,15,现金,每年
407,52,男,手套,配饰,55,Maryland,M,桃色,春,4.6,是,快递,是,Yes,13,现金,每月
408,45,男,卫衣,服装,76,North Carolina,XL,青绿色,春,3.1,是,次日达,是,Yes,5,信用卡,双周
409,34,男,运动鞋,鞋履,66,Alabama,L,白色,春,3.4,是,快递,是,Yes,36,现金,每两周
410,35,男,短裤,服装,51,Minnesota,M,棕色,冬,3.3,是,两日达,是,Yes,32,银行转账,每月
411,29,男,毛衣,服装,26,Virginia,L,薰衣草紫,春,4.8,是,两日达,是,Yes,1,信用卡,每季
412,59,男,牛仔裤,服装,29,Michigan,M,靛蓝色,夏,2.8,是,快递,是,Yes,15,PayPal,每年
413,24,男,夹克,外套,74,Maine,M,黄色,夏,3.1,是,门店自提,是,Yes,3,银行转账,每周
414,70,男,首饰,配饰,99,Nevada,S,白色,夏,4.6,是,包邮,是,Yes,48,现金,每月
415,29,男,双肩包,配饰,88,Wyoming,L,紫罗兰色,冬,2.6,是,门店自提,是,Yes,30,借记卡,每周
416,67,男,大衣,外套,31,Connecticut,M,薰衣草紫,冬,2.6,是,快递,是,Yes,40,银行转账,每月
417,36,男,腰带,配饰,55,Oregon,L,橄榄绿,春,3.8,是,包邮,是,Yes,24,银行转账,每两周
418,23,男,凉鞋,鞋履,81,Mississippi,L,米色,秋,4.5,是,包邮,是,Yes,48,借记卡,每季
419,18,男,毛衣,服装,73,Illinois,L,紫色,春,3.0,是,标准快递,是,Yes,27,Venmo,双周
420,53,男,短裤,服装,91,Utah,S,青绿色,冬,,是,包邮,是,Yes,14,信用卡,每三个月
421,32,男,袜子,服装,54,North Carolina,S,桃色,春,3.8,是,包邮,是,Yes,18,借记卡,双周
422,38,男,衬衫,服装,40,Kentucky,M,紫罗兰色,冬,3.5,是,标准快递,是,Yes,48,现金,双周
423,47,男,长裤,服装,59,Minnesota,M,紫色,秋,3.1,是,门店自提,是,Yes,32,借记卡,每年
424,46,男,围巾,配饰,26,New York,L,青绿色,春,3.0,是,门店自提,是,Yes,21,信用卡,双周
425,66,男,毛衣,服装,23,Illinois,M,金色,冬,4.3,是,标准快递,是,Yes,42,PayPal,每两周
426,40,男,牛仔裤,服装,87,North Dakota,S,青绿色,冬,3.3,是,门店自提,是,Yes,4,信用卡,每季
427,43,男,长裤,服装,71,Louisiana,M,紫罗兰色,冬,4.7,是,快递,是,Yes,19,信用卡,每季
428,58,男,双肩包,配饰,91,Illinois,L,黑色,冬,4.5,是,门店自提,是,Yes,6,信用卡,每季
429,21,男,大衣,外套,64,Wyoming,XL,金色,冬,2.9,是,包邮,是,Yes,2,借记卡,每两周
430,42,男,凉鞋,鞋履,94,Washington,M,金色,冬,4.1,是,两日达,是,Yes,21,现金,每两周
431,24,男,衬衫,服装,40,Texas,M,棕色,夏,3.5,是,门店自提,是,Yes,40,借记卡,每年
432,43,男,帽子,配饰,76,New Hampshire,L,青色,冬,3.4,是,门店自提,是,Yes,33,现金,每两周
433,47,男,衬衫,服装,86,Indiana,S,靛蓝色,秋,3.3,是,包邮,是,Yes,26,Venmo,每周
434,49,男,半身裙,服装,92,Alabama,M,橙色,秋,3.2,是,门店自提,是,Yes,23,信用卡,每两周
435,50,男,鞋子,鞋履,52,Oklahoma,L,粉色,春,4.0,是,门店自提,是,Yes,39,PayPal,每三个月
436,51,男,大衣,外套,28,Montana,XL,橄榄绿,冬,3.6,是,次日达,是,Yes,42,银行转账,每月
437,40,男,长裤,服装,46,Tennessee,L,青色,夏,4.6,是,包邮,是,Yes,41,银行转账,每周
438,45,男,首饰,配饰,50,New Mexico,M,桃色,夏,2.6,是,次日达,是,Yes,41,PayPal,每年
439,52,男,腰带,配饰,23,Iowa,M,绿松石色,冬,4.3,是,快递,是,Yes,12,信用卡,每两周
440,62,男,夹克,外套,50,Idaho,M,绿松石色,夏,3.4,是,包邮,是,Yes,31,现金,每月
441,20,男,衬衫,服装,89,Oklahoma,XL,栗色,冬,3.5,是,门店自提,是,Yes,34,借记卡,每两周
442,43,男,卫衣,服装,81,Florida,M,栗色,冬,4.2,是,标准快递,是,Yes,32,信用卡,每年
443,29,男,太阳镜,配饰,69,Michigan,M,橄榄绿,秋,,是,门店自提,是,Yes,31,信用卡,每季
444,22,男,太阳镜,配饰,67,Hawaii,M,品红色,夏,3.6,是,包邮,是,Yes,24,PayPal,每年
445,48,男,连衣裙,服装,20,California,M,红色,夏,4.3,是,门店自提,是,Yes,31,借记卡,每年
446,42,男,靴子,鞋履,29,Iowa,M,橄榄绿,秋,4.9,是,标准快递,是,Yes,18,Venmo,每年
447,19,男,衬衫,服装,74,West Virginia,M,银色,夏,4.1,是,门店自提,是,Yes,15,Venmo,每月
448,60,男,短裤,服装,82,Washington,S,绿松石色,春,3.6,是,标准快递,是,Yes,7,银行转账,每三个月
449,32,男,手套,配饰,23,Missouri,M,黄色,夏,3.4,是,次日达,是,Yes,35,银行转账,每两周
