客户ID,年龄,性别,购买商品,商品类别,消费金额(美元),所在州,尺码,颜色,季节,评分,是否订阅,配送方式,是否使用折扣,历史购买次数,支付方式,购买频率,年龄段,购买频率天数,客户类型
216,62,男,围巾,配饰,64,New Jersey,S,橙色,春,2.8,是,两日达,是,24,PayPal,双周,老年,14,忠实客户
217,43,男,短裤,服装,61,Massachusetts,L,黄色,春,3.7,是,包邮,是,21,Venmo,每周,成年,7,忠实客户
218,35,男,太阳镜,配饰,48,Oklahoma,M,紫色,冬,3.5,是,次日达,是,24,银行转账,每年,成年,365,忠实客户
219,28,男,T恤,服装,45,California,S,品红色,春,2.9,是,门店自提,是,8,信用卡,每季,青年,90,回头客
220,32,男,腰带,配饰,88,Nevada,M,青色,春,3.0,是,包邮,是,12,现金,每两周,成年,14,忠实客户
221,39,男,运动鞋,鞋履,57,Arizona,S,靛蓝色,春,3.7,是,快递,是,48,借记卡,每两周,成年,14,忠实客户
222,28,男,帽子,配饰,68,North Carolina,XL,品红色,夏,4.4,是,门店自提,是,6,银行转账,每季,青年,90,回头客
223,47,男,手套,配饰,94,New York,XL,灰色,春,4.5,是,两日达,是,14,PayPal,每两周,中年,14,忠实客户
224,20,男,长裤,服装,41,Wyoming,M,绿松石色,春,4.8,是,包邮,是,34,PayPal,每年,青年,365,忠实客户
225,63,男,袜子,服装,83,South Dakota,S,米色,夏,2.9,是,包邮,是,12,现金,每三个月,老年,90,忠实客户
226,25,男,夹克,外套,22,Arkansas,M,橄榄绿,春,3.2,是,次日达,是,11,银行转账,每年,青年,365,忠实客户
227,29,男,鞋子,鞋履,74,Texas,L,紫罗兰色,春,3.3,是,包邮,是,5,PayPal,每月,青年,30,回头客
228,50,男,牛仔裤,服装,90,Rhode Island,M,绿松石色,冬,4.2,是,标准快递,是,25,Venmo,每两周,中年,14,忠实客户
229,18,男,袜子,服装,79,New Hampshire,M,白色,春,2.9,是,门店自提,是,11,信用卡,每年,青年,365,忠实客户
230,70,男,凉鞋,鞋履,28,Ohio,S,银色,春,4.6,是,次日达,是,27,PayPal,每三个月,老年,90,忠实客户
231,66,男,围巾,配饰,88,Utah,L,橄榄绿,秋,4.1,是,标准快递,是,43,信用卡,每年,老年,365,忠实客户
232,28,男,女式衬衫,服装,26,Tennessee,M,蓝色,春,3.1,是,两日达,是,18,借记卡,每三个月,青年,90,忠实客户
233,54,男,首饰,配饰,27,Hawaii,L,紫色,冬,4.2,是,快递,是,32,银行转账,双周,中年,14,忠实客户
234,19,男,毛衣,服装,83,Arizona,XL,黄色,秋,4.5,是,次日达,是,27,银行转账,每三个月,青年,90,忠实客户
235,20,男,手套,配饰,39,South Dakota,S,银色,夏,3.7,是,次日达,是,24,信用卡,每周,青年,7,忠实客户
236,43,男,太阳镜,配饰,89,New Jersey,M,青色,冬,3.7,是,包邮,是,31,借记卡,每季,成年,90,忠实客户
237,38,男,大衣,外套,68,North Dakota,L,绿色,冬,3.4,是,次日达,是,39,PayPal,每两周,成年,14,忠实客户
238,50,男,连衣裙,服装,90,Iowa,M,米色,夏,3.0,是,门店自提,是,36,借记卡,每两周,中年,14,忠实客户
239,64,男,半身裙,服装,34,Ohio,M,桃色,秋,4.2,是,包邮,是,5,现金,每年,老年,365,回头客
240,49,男,长裤,服装,51,Vermont,L,黄色,夏,2.9,是,快递,是,47,信用卡,双周,中年,14,忠实客户
241,47,男,毛衣,服装,45,Montana,XL,绿松石色,冬,3.5,是,包邮,是,29,银行转账,每两周,中年,14,忠实客户
242,36,男,卫衣,服装,88,Delaware,M,桃色,冬,4.1,是,包邮,是,43,Venmo,双周,成年,14,忠实客户
243,55,男,大衣,外套,85,New York,L,灰色,夏,4.3,是,门店自提,是,40,借记卡,每三个月,中年,90,忠实客户
244,25,男,首饰,配饰,100,Kentucky,M,橄榄绿,冬,2.8,是,两日达,是,4,借记卡,每月,青年,30,回头客
245,53,男,腰带,配饰,42,Oregon,S,靛蓝色,春,4.9,是,两日达,是,39,PayPal,每周,中年,7,忠实客户
246,49,男,凉鞋,鞋履,53,Rhode Island,L,炭灰色,夏,3.3,是,次日达,是,45,Venmo,每两周,中年,14,忠实客户
247,35,男,太阳镜,配饰,86,Nevada,XL,米色,春,3.2,是,快递,是,20,Venmo,双周,成年,14,忠实客户
248,29,男,毛衣,服装,66,Montana,XL,棕色,春,4.4,是,标准快递,是,14,借记卡,每周,青年,7,忠实客户
249,47,男,腰带,配饰,100,Pennsylvania,M,蓝色,冬,4.8,是,快递,是,33,PayPal,每周,中年,7,忠实客户
250,53,男,手提包,配饰,47,Alaska,S,青绿色,秋,4.2,是,标准快递,是,18,信用卡,每年,中年,365,忠实客户
251,33,男,半身裙,服装,25,Mississippi,L,黑色,秋,4.0,是,快递,是,9,银行转账,每周,成年,7,回头客
252,21,男,手提包,配饰,51,Wyoming,XL,金色,冬,2.5,是,标准快递,是,34,PayPal,每年,青年,365,忠实客户
253,32,男,短裤,服装,41,Delaware,M,紫罗兰色,夏,3.9,是,包邮,是,33,Venmo,每两周,成年,14,忠实客户
254,52,男,靴子,鞋履,73,Oklahoma,L,青色,冬,4.9,是,两日达,是,15,银行转账,双周,中年,14,忠实客户
255,67,男,太阳镜,配饰,42,Indiana,M,白色,冬,3.5,是,门店自提,是,4,PayPal,双周,老年,14,回头客
256,43,男,围巾,配饰,20,Maryland,M,炭灰色,春,4.2,是,包邮,是,25,借记卡,每年,成年,365,忠实客户
257,58,男,首饰,配饰,30,South Dakota,XL,紫罗兰色,春,4.7,是,快递,是,20,信用卡,每三个月,老年,90,忠实客户
258,20,男,手提包,配饰,53,West Virginia,M,红色,夏,4.5,是,快递,是,5,信用卡,每季,青年,90,回头客
259,61,男,手套,配饰,74,Alabama,S,薰衣草紫,春,2.8,是,快递,是,16,现金,每季,老年,90,忠实客户
260,32,男,牛仔裤,服装,57,Louisiana,M,金色,秋,2.9,是,标准快递,是,13,借记卡,每年,成年,365,忠实客户
261,38,男,帽子,配饰,57,Montana,S,红色,冬,3.2,是,两日达,是,11,信用卡,每三个月,成年,90,忠实客户
262,21,男,牛仔裤,服装,77,California,L,品红色,冬,4.9,是,标准快递,是,21,信用卡,每年,青年,365,忠实客户
263,37,男,长裤,服装,40,Hawaii,M,青绿色,夏,3.7,是,次日达,是,6,借记卡,每年,成年,365,回头客
264,27,男,短裤,服装,46,Iowa,M,紫色,夏,4.3,是,门店自提,是,29,Venmo,每月,青年,30,忠实客户
265,36,男,长裤,服装,78,Colorado,S,炭灰色,秋,3.9,是,门店自提,是,15,现金,每年,成年,365,忠实客户
266,32,男,双肩包,配饰,59,Michigan,M,灰色,春,3.2,是,两日达,是,17,银行转账,双周,成年,14,忠实客户
267,51,男,首饰,配饰,75,Louisiana,L,白色,夏,3.1,是,快递,是,32,信用卡,每周,中年,7,忠实客户
268,64,男,毛衣,服装,54,Maryland,M,橄榄绿,春,3.9,是,两日达,是,42,Venmo,每年,老年,365,忠实客户
269,68,男,鞋子,鞋履,42,Georgia,M,炭灰色,春,2.6,是,门店自提,是,21,现金,每月,老年,30,忠实客户
270,68,男,女式衬衫,服装,44,Georgia,M,炭灰色,冬,3.3,是,次日达,是,9,现金,双周,老年,14,回头客
271,33,男,牛仔裤,服装,52,North Dakota,XL,橙色,秋,4.6,是,包邮,是,16,银行转账,每年,成年,365,忠实客户
272,65,男,太阳镜,配饰,69,Maryland,XL,黄色,夏,4.6,是,快递,是,42,信用卡,每两周,老年,14,忠实客户
273,48,男,首饰,配饰,26,Oregon,M,米色,夏,4.4,是,两日达,是,37,借记卡,双周,中年,14,忠实客户
274,69,男,大衣,外套,33,North Dakota,S,银色,春,4.2,是,快递,是,32,借记卡,每季,老年,90,忠实客户
275,59,男,首饰,配饰,32,Maryland,M,靛蓝色,春,3.0,是,快递,是,28,现金,双周,老年,14,忠实客户
276,48,男,双肩包,配饰,85,Virginia,XL,薰衣草紫,冬,4.0,是,快递,是,13,信用卡,每周,中年,7,忠实客户
277,25,男,半身裙,服装,30,South Dakota,XL,绿松石色,秋,3.5,是,快递,是,11,银行转账,每两周,青年,14,忠实客户
278,29,男,衬衫,服装,29,Georgia,M,绿色,冬,3.0,是,门店自提,是,36,银行转账,双周,青年,14,忠实客户
279,57,男,毛衣,服装,95,Hawaii,M,橙色,春,3.7,是,快递,是,23,借记卡,每年,中年,365,忠实客户
280,23,男,运动鞋,鞋履,69,Arkansas,L,绿松石色,夏,4.0,是,标准快递,是,37,银行转账,每月,青年,30,忠实客户
281,45,男,凉鞋,鞋履,69,Montana,S,青色,秋,4.2,是,两日达,是,21,现金,双周,中年,14,忠实客户
282,38,男,腰带,配饰,61,Oklahoma,XL,炭灰色,春,2.5,是,标准快递,是,22,借记卡,双周,成年,14,忠实客户
283,21,男,半身裙,服装,94,Minnesota,M,青绿色,夏,3.0,是,两日达,是,9,现金,每月,青年,30,回头客
284,32,男,毛衣,服装,30,Montana,S,栗色,秋,3.2,是,次日达,是,16,Venmo,每年,成年,365,忠实客户
285,63,男,半身裙,服装,45,Ohio,M,红色,夏,3.5,是,标准快递,是,4,PayPal,每季,老年,90,回头客
286,29,男,手提包,配饰,39,Kentucky,XL,黄色,夏,4.8,是,快递,是,3,借记卡,双周,青年,14,回头客
287,27,男,首饰,配饰,51,Nebraska,L,灰色,夏,2.6,是,门店自提,是,6,借记卡,每年,青年,365,回头客
288,56,男,围巾,配饰,37,Delaware,L,蓝色,春,3.4,是,两日达,是,18,Venmo,每两周,中年,14,忠实客户
289,30,男,T恤,服装,62,North Carolina,M,薰衣草紫,冬,3.7,是,两日达,是,34,Venmo,双周,青年,14,忠实客户
290,49,男,大衣,外套,85,New York,M,黄色,秋,4.5,是,两日达,是,26,信用卡,每月,中年,30,忠实客户
291,58,男,T恤,服装,33,Colorado,M,靛蓝色,冬,3.7,是,标准快递,是,50,PayPal,每周,老年,7,忠实客户
292,57,男,连衣裙,服装,26,Delaware,XL,紫罗兰色,秋,3.3,是,次日达,是,40,银行转账,每月,中年,30,忠实客户
293,60,男,鞋子,鞋履,99,Utah,M,绿色,春,4.7,是,包邮,是,24,现金,每季,老年,90,忠实客户
294,69,男,手提包,配饰,39,Connecticut,M,白色,春,2.7,是,快递,是,33,PayPal,每年,老年,365,忠实客户
295,70,男,半身裙,服装,20,New Jersey,M,金色,春,4.6,是,门店自提,是,19,信用卡,每三个月,老年,90,忠实客户
296,53,男,太阳镜,配饰,42,West Virginia,M,靛蓝色,冬,2.7,是,门店自提,是,24,信用卡,每季,中年,90,忠实客户
297,25,男,凉鞋,鞋履,74,Indiana,S,薰衣草紫,春,4.8,是,两日达,是,19,信用卡,每周,青年,7,忠实客户
298,48,男,鞋子,鞋履,26,Delaware,XL,紫色,夏,4.4,是,标准快递,是,4,信用卡,双周,中年,14,回头客
299,69,男,T恤,服装,53,Maryland,M,薰衣草紫,冬,4.0,是,标准快递,是,11,Venmo,每三个月,老年,90,忠实客户
300,25,男,运动鞋,鞋履,80,Pennsylvania,M,栗色,夏,3.2,是,次日达,是,28,PayPal,每两周,青年,14,忠实客户
301,29,男,帽子,配饰,98,Iowa,M,青绿色,春,4.4,是,门店自提,是,24,PayPal,每周,青年,7,忠实客户
302,46,男,半身裙,服装,95,Pennsylvania,M,绿色,春,3.8,是,标准快递,是,25,信用卡,每三个月,中年,90,忠实客户
303,37,男,毛衣,服装,44,Delaware,L,橄榄绿,夏,3.6,是,快递,是,27,银行转账,每三个月,成年,90,忠实客户
304,20,男,凉鞋,鞋履,60,Oregon,M,绿松石色,夏,3.3,是,次日达,是,49,Venmo,每周,青年,7,忠实客户
305,40,男,连衣裙,服装,84,Oregon,M,绿色,冬,3.4,是,次日达,是,45,信用卡,双周,成年,14,忠实客户
306,60,男,毛衣,服装,59,Utah,M,青绿色,秋,3.5,是,两日达,是,26,PayPal,每年,老年,365,忠实客户
307,26,男,夹克,外套,49,North Dakota,S,白色,夏,3.6,是,快递,是,4,现金,每年,青年,365,回头客
308,29,男,手套,配饰,32,Florida,M,橙色,冬,3.2,是,包邮,是,3,信用卡,每三个月,青年,90,回头客
309,66,男,手提包,配饰,29,Maryland,M,米色,秋,3.7,是,标准快递,是,45,Venmo,双周,老年,14,忠实客户
310,66,男,连衣裙,服装,22,Minnesota,M,黄色,春,4.5,是,标准快递,是,21,现金,每两周,老年,14,忠实客户
311,56,男,长裤,服装,85,Montana,M,炭灰色,冬,4.6,是,标准快递,是,50,现金,每两周,中年,14,忠实客户
312,69,男,牛仔裤,服装,52,Rhode Island,L,银色,冬,4.1,是,门店自提,是,19,银行转账,每月,老年,30,忠实客户
313,38,男,长裤,服装,89,Massachusetts,L,绿色,春,3.4,是,次日达,是,6,PayPal,每年,成年,365,回头客
314,42,男,连衣裙,服装,77,Vermont,M,粉色,春,3.7,是,快递,是,50,信用卡,每三个月,成年,90,忠实客户
315,30,男,长裤,服装,24,New Jersey,M,紫色,夏,3.3,是,门店自提,是,17,借记卡,每三个月,青年,90,忠实客户
316,66,男,首饰,配饰,24,Wisconsin,XL,橙色,春,4.5,是,快递,是,24,借记卡,每年,老年,365,忠实客户
317,36,男,手提包,配饰,22,California,M,炭灰色,秋,3.3,是,包邮,是,46,Venmo,每月,成年,30,忠实客户
318,58,男,毛衣,服装,82,West Virginia,L,青绿色,秋,4.3,是,标准快递,是,42,现金,每三个月,老年,90,忠实客户
319,45,男,双肩包,配饰,67,South Dakota,M,米色,冬,2.5,是,标准快递,是,10,现金,每年,中年,365,回头客
320,47,男,短裤,服装,74,Maine,XL,白色,春,2.6,是,标准快递,是,1,现金,每三个月,中年,90,新客户
321,66,男,首饰,配饰,72,Kansas,L,白色,夏,4.9,是,标准快递,是,28,借记卡,每季,老年,90,忠实客户
322,41,男,运动鞋,鞋履,36,Vermont,L,橙色,夏,4.7,是,包邮,是,48,借记卡,每季,成年,90,忠实客户
323,41,男,腰带,配饰,95,Tennessee,S,青色,冬,3.0,是,标准快递,是,47,信用卡,每月,成年,30,忠实客户
324,66,男,卫衣,服装,78,Tennessee,M,橙色,冬,3.5,是,次日达,是,29,PayPal,双周,老年,14,忠实客户
325,37,男,衬衫,服装,82,Wyoming,M,橄榄绿,夏,4.8,是,标准快递,是,37,Venmo,每季,成年,90,忠实客户
326,70,男,长裤,服装,70,Vermont,M,炭灰色,冬,4.3,是,包邮,是,38,借记卡,每年,老年,365,忠实客户
327,62,男,围巾,配饰,41,New Jersey,M,白色,秋,3.2,是,门店自提,是,48,银行转账,每周,老年,7,忠实客户
328,61,男,大衣,外套,42,Iowa,M,青绿色,夏,3.1,是,包邮,是,36,PayPal,每周,老年,7,忠实客户
329,48,男,大衣,外套,50,Florida,M,黄色,秋,2.8,是,包邮,是,9,信用卡,每周,中年,7,回头客
330,70,男,袜子,服装,31,Nevada,S,白色,夏,2.9,是,两日达,是,34,银行转账,每月,老年,30,忠实客户
331,46,男,毛衣,服装,51,North Dakota,M,米色,冬,3.7,是,快递,是,43,Venmo,双周,中年,14,忠实客户
332,31,男,衬衫,服装,98,Florida,L,米色,秋,3.3,是,门店自提,是,46,PayPal,每季,青年,90,忠实客户
333,19,男,衬衫,服装,86,New York,M,栗色,冬,2.8,是,两日达,是,5,信用卡,每月,青年,30,回头客
334,39,男,毛衣,服装,64,Alaska,M,青绿色,冬,4.5,是,标准快递,是,15,银行转账,双周,成年,14,忠实客户
335,41,男,女式衬衫,服装,46,Kansas,M,薰衣草紫,秋,2.6,是,次日达,是,30,信用卡,每年,成年,365,忠实客户
336,20,男,毛衣,服装,85,Oregon,L,栗色,春,3.7,是,标准快递,是,44,Venmo,每三个月,青年,90,忠实客户
337,36,男,帽子,配饰,81,Rhode Island,S,橙色,秋,4.4,是,快递,是,16,PayPal,每年,成年,365,忠实客户
338,32,男,毛衣,服装,59,New Mexico,M,青色,冬,4.3,是,两日达,是,16,银行转账,每年,成年,365,忠实客户
339,69,男,卫衣,服装,79,Massachusetts,M,银色,冬,3.5,是,快递,是,16,现金,每周,老年,7,忠实客户
340,40,男,短裤,服装,33,Pennsylvania,M,青绿色,春,3.8,是,两日达,是,21,信用卡,每三个月,成年,90,忠实客户
341,40,男,短裤,服装,47,New Jersey,L,蓝色,夏,3.5,是,快递,是,39,Venmo,每三个月,成年,90,忠实客户
342,20,男,帽子,配饰,20,Utah,S,蓝色,夏,4.6,是,门店自提,是,40,借记卡,双周,青年,14,忠实客户
343,64,男,大衣,外套,36,Kentucky,M,橄榄绿,春,2.6,是,次日达,是,48,信用卡,每三个月,老年,90,忠实客户
344,27,男,凉鞋,鞋履,39,Nebraska,M,紫色,夏,4.4,是,次日达,是,26,Venmo,每月,青年,30,忠实客户
345,24,男,半身裙,服装,71,Virginia,M,炭灰色,冬,4.0,是,标准快递,是,46,借记卡,每月,青年,30,忠实客户
346,48,男,鞋子,鞋履,59,Wyoming,S,橄榄绿,冬,4.4,是,次日达,是,27,银行转账,每年,中年,365,忠实客户
347,49,男,牛仔裤,服装,50,New Mexico,L,紫罗兰色,春,4.7,是,次日达,是,5,现金,每周,中年,7,回头客
348,36,男,凉鞋,鞋履,41,Oregon,L,红色,秋,3.9,是,门店自提,是,43,PayPal,每两周,成年,14,忠实客户
349,56,男,女式衬衫,服装,59,South Carolina,M,米色,秋,2.7,是,包邮,是,17,PayPal,每两周,中年,14,忠实客户
350,37,男,帽子,配饰,87,Arizona,M,绿色,冬,3.7,是,两日达,是,3,银行转账,双周,成年,14,回头客
351,42,男,毛衣,服装,68,Kentucky,M,紫罗兰色,春,2.6,是,两日达,是,47,银行转账,每两周,成年,14,忠实客户
352,28,男,半身裙,服装,90,New York,M,青绿色,冬,3.9,是,标准快递,是,24,借记卡,双周,青年,14,忠实客户
353,27,男,牛仔裤,服装,71,Texas,XL,黄色,秋,4.9,是,次日达,是,12,现金,每三个月,青年,90,忠实客户
354,63,男,运动鞋,鞋履,64,Missouri,L,黄色,秋,4.1,是,门店自提,是,35,借记卡,每月,老年,30,忠实客户
355,58,男,首饰,配饰,76,Pennsylvania,S,橄榄绿,秋,3.0,是,包邮,是,42,Venmo,每周,老年,7,忠实客户
356,37,男,首饰,配饰,42,Oregon,XL,品红色,秋,4.1,是,两日达,是,1,PayPal,每三个月,成年,90,新客户
357,56,男,长裤,服装,80,Nevada,L,黑色,春,3.7,是,标准快递,是,27,现金,每周,中年,7,忠实客户
358,18,男,腰带,配饰,56,Arkansas,M,橄榄绿,春,4.0,是,标准快递,是,16,信用卡,双周,青年,14,忠实客户
359,48,男,帽子,配饰,25,Minnesota,XL,品红色,夏,3.6,是,快递,是,36,信用卡,每三个月,中年,90,忠实客户
360,31,男,运动鞋,鞋履,74,Georgia,M,橄榄绿,冬,3.0,是,门店自提,是,30,信用卡,每三个月,青年,90,忠实客户
361,51,男,长裤,服装,30,Rhode Island,M,青绿色,夏,3.0,是,标准快递,是,18,借记卡,每两周,中年,14,忠实客户
362,65,男,T恤,服装,96,Nevada,M,白色,春,2.6,是,包邮,是,45,现金,每年,老年,365,忠实客户
363,53,男,运动鞋,鞋履,64,Texas,M,炭灰色,秋,3.4,是,包邮,是,1,Venmo,每两周,中年,14,新客户
364,55,男,短裤,服装,88,Florida,L,黄色,冬,3.1,是,包邮,是,42,银行转账,每两周,中年,14,忠实客户
365,62,男,鞋子,鞋履,88,North Dakota,L,炭灰色,夏,3.0,是,包邮,是,7,Venmo,每三个月,老年,90,回头客
366,55,男,手套,配饰,88,West Virginia,XL,灰色,夏,3.7,是,标准快递,是,50,PayPal,每季,中年,90,忠实客户
367,64,男,袜子,服装,36,Nebraska,M,绿松石色,春,3.5,是,门店自提,是,37,Venmo,每两周,老年,14,忠实客户
368,52,男,连衣裙,服装,40,Tennessee,XL,青色,春,2.8,是,门店自提,是,18,银行转账,每月,中年,30,忠实客户
369,24,男,手提包,配饰,39,Oklahoma,M,炭灰色,春,4.5,是,标准快递,是,29,现金,每月,青年,30,忠实客户
370,38,男,腰带,配饰,40,Wisconsin,M,银色,夏,3.3,是,门店自提,是,45,PayPal,每季,成年,90,忠实客户
371,59,男,围巾,配饰,34,Oregon,M,橄榄绿,冬,3.4,是,快递,是,13,PayPal,每周,老年,7,忠实客户
372,27,男,运动鞋,鞋履,83,North Carolina,S,粉色,冬,3.2,是,两日达,是,47,PayPal,每月,青年,30,忠实客户
373,24,男,毛衣,服装,85,Pennsylvania,L,橙色,夏,3.7,是,标准快递,是,7,借记卡,每周,青年,7,回头客
374,23,男,大衣,外套,27,North Dakota,L,白色,夏,4.6,是,快递,是,11,Venmo,双周,青年,14,忠实客户
375,69,男,首饰,配饰,78,Ohio,S,紫色,春,5.0,是,门店自提,是,39,银行转账,每月,老年,30,忠实客户
376,59,男,太阳镜,配饰,32,Oklahoma,M,橄榄绿,夏,4.4,是,标准快递,是,6,借记卡,每季,老年,90,回头客
377,51,男,鞋子,鞋履,51,South Carolina,S,灰色,秋,4.9,是,快递,是,2,Venmo,双周,中年,14,回头客
378,63,男,围巾,配饰,32,Maine,M,银色,春,4.1,是,标准快递,是,39,信用卡,每三个月,老年,90,忠实客户
379,54,男,连衣裙,服装,62,Nevada,L,橙色,冬,4.9,是,次日达,是,23,信用卡,每月,中年,30,忠实客户
